CustomerID,Recency,Frequency,Monetary,Tenure,R,F,M,T,RFM_Segment,RFM_Score,RFM_Level,Cluster
13951.0,176,39,674.45,294,1,2,3,3,1233,9,Potential,Cluster 1
13952.0,211,138,3246.091,239,1,4,4,2,1442,11,Loyal,Cluster 0
13953.0,7,20,3515.68,353,4,2,4,4,4244,14,Can't Loose Them,Cluster 2
13954.0,2,30,378.59,71,4,2,2,1,4221,9,Potential,Cluster 3
13955.0,154,33,322.96,306,1,2,2,3,1223,8,Potential,Cluster 1
13956.0,5,152,1026.42,271,4,4,3,3,4433,14,Can't Loose Them,Cluster 2
13958.0,372,5,-102.45,372,1,1,1,4,1114,7,Promising,Cluster 1
13959.0,79,92,598.2,362,2,3,2,4,2324,11,Loyal,Cluster 1
13960.0,21,12,230.22,72,3,1,1,1,3111,6,Promising,Cluster 3
13962.0,22,11,169.55,246,3,1,1,2,3112,7,Promising,Cluster 3
13963.0,308,35,664.54,368,1,2,3,4,1234,10,Loyal,Cluster 1
13967.0,146,2,80.7,146,1,1,1,2,1112,5,Needs Attention,Cluster 1
13969.0,7,633,8986.69,365,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
13971.0,9,158,2702.2200000000003,286,4,4,4,3,4443,15,Can't Loose Them,Cluster 2
13972.0,71,15,190.25,202,2,1,1,2,2112,6,Promising,Cluster 3
13973.0,287,11,264.7,287,1,1,1,3,1113,6,Promising,Cluster 1
13974.0,49,28,413.59000000000003,49,3,2,2,1,3221,8,Potential,Cluster 3
13975.0,31,340,2503.23,277,3,4,4,3,3443,14,Can't Loose Them,Cluster 2
13976.0,207,10,357.98,207,1,1,2,2,1122,6,Promising,Cluster 1
13978.0,15,15,196.79000000000002,45,4,1,1,1,4111,7,Promising,Cluster 3
13979.0,73,54,869.87,73,2,3,3,1,2331,9,Potential,Cluster 0
13980.0,60,11,200.14,60,2,1,1,1,2111,5,Needs Attention,Cluster 3
13982.0,39,115,1861.11,365,3,4,4,4,3444,15,Can't Loose Them,Cluster 2
13983.0,30,112,2590.46,367,3,4,4,4,3444,15,Can't Loose Them,Cluster 2
13984.0,27,17,488.03,366,3,1,2,4,3124,10,Loyal,Cluster 1
13985.0,4,353,7024.53,264,4,4,4,3,4443,15,Can't Loose Them,Cluster 2
13986.0,17,13,320.46,17,4,1,2,1,4121,8,Potential,Cluster 3
13988.0,20,239,4098.8,255,3,4,4,3,3443,14,Can't Loose Them,Cluster 2
13989.0,66,41,1266.08,239,2,2,3,2,2232,9,Potential,Cluster 0
13990.0,213,16,311.3,213,1,1,2,2,1122,6,Promising,Cluster 1
13991.0,12,86,850.63,143,4,3,3,2,4332,12,Champions,Cluster 0
13992.0,30,5,76.8,30,3,1,1,1,3111,6,Promising,Cluster 3
13993.0,32,125,3409.66,331,3,4,4,3,3443,14,Can't Loose Them,Cluster 2
13994.0,4,155,2313.14,148,4,4,4,2,4442,14,Can't Loose Them,Cluster 0
13995.0,15,87,1383.49,246,4,3,3,2,4332,12,Champions,Cluster 0
13999.0,10,212,3865.26,362,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14000.0,206,16,633.71,211,1,1,2,2,1122,6,Promising,Cluster 1
14001.0,46,40,2030.3300000000002,373,3,2,4,4,3244,13,Champions,Cluster 2
14002.0,134,47,529.73,156,2,3,2,2,2322,9,Potential,Cluster 0
14004.0,43,171,4582.64,289,3,4,4,3,3443,14,Can't Loose Them,Cluster 2
14005.0,10,84,2874.72,216,4,3,4,2,4342,13,Champions,Cluster 0
14006.0,116,30,962.19,312,2,2,3,3,2233,10,Loyal,Cluster 1
14009.0,198,44,685.9300000000001,205,1,3,3,2,1332,9,Potential,Cluster 1
14012.0,278,11,328.8,278,1,1,2,3,1123,7,Promising,Cluster 1
14013.0,110,34,473.02,276,2,2,2,3,2223,9,Potential,Cluster 1
14014.0,77,39,505.18,77,2,2,2,1,2221,7,Promising,Cluster 3
14015.0,53,20,917.34,53,2,2,3,1,2231,8,Potential,Cluster 3
14016.0,154,162,4328.46,357,1,4,4,4,1444,13,Champions,Cluster 2
14019.0,47,68,1398.96,138,3,3,3,2,3332,11,Loyal,Cluster 0
14020.0,17,39,642.8,88,4,2,2,1,4221,9,Potential,Cluster 3
14021.0,155,22,631.9,256,1,2,2,3,1223,8,Potential,Cluster 1
14022.0,225,28,440.0,225,1,2,2,2,1222,7,Promising,Cluster 1
14023.0,7,31,584.07,250,4,2,2,2,4222,10,Loyal,Cluster 3
14024.0,122,16,327.7,124,2,1,2,2,2122,7,Promising,Cluster 3
14027.0,61,6,104.82,61,2,1,1,1,2111,5,Needs Attention,Cluster 3
14029.0,63,15,467.66,144,2,1,2,2,2122,7,Promising,Cluster 3
14030.0,18,243,2360.09,366,3,4,4,4,3444,15,Can't Loose Them,Cluster 2
14031.0,7,258,14634.640000000001,372,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14032.0,2,152,2929.84,367,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14034.0,22,92,512.02,157,3,3,2,2,3322,10,Loyal,Cluster 0
14035.0,29,66,1428.02,298,3,3,3,3,3333,12,Champions,Cluster 2
14036.0,285,38,626.65,285,1,2,2,3,1223,8,Potential,Cluster 1
14037.0,176,28,147.20000000000002,365,1,2,1,4,1214,8,Potential,Cluster 1
14038.0,78,93,1554.48,207,2,3,3,2,2332,10,Loyal,Cluster 0
14039.0,33,6,152.2,33,3,1,1,1,3111,6,Promising,Cluster 3
14040.0,41,241,3542.19,331,3,4,4,3,3443,14,Can't Loose Them,Cluster 2
14041.0,266,21,141.41,266,1,2,1,3,1213,7,Promising,Cluster 1
14044.0,27,209,652.82,310,3,4,3,3,3433,13,Champions,Cluster 2
14045.0,109,6,1659.75,374,2,1,4,4,2144,11,Loyal,Cluster 1
14046.0,284,14,154.99,284,1,1,1,3,1113,6,Promising,Cluster 1
14047.0,9,34,1290.01,373,4,2,3,4,4234,13,Champions,Cluster 2
14048.0,277,88,375.13,305,1,3,2,3,1323,9,Potential,Cluster 1
14049.0,17,505,5639.15,318,4,4,4,3,4443,15,Can't Loose Them,Cluster 2
14050.0,32,54,746.36,106,3,3,3,1,3331,10,Loyal,Cluster 0
14051.0,1,215,15477.34,367,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14052.0,20,56,225.36,20,3,3,1,1,3311,8,Potential,Cluster 3
14053.0,124,4,260.25,160,2,1,1,2,2112,6,Promising,Cluster 3
14054.0,65,6,92.46,65,2,1,1,1,2111,5,Needs Attention,Cluster 3
14055.0,106,10,725.6400000000001,106,2,1,3,1,2131,7,Promising,Cluster 3
14056.0,1,1128,8124.4,284,4,4,4,3,4443,15,Can't Loose Them,Cluster 2
14057.0,24,291,6147.4,361,3,4,4,4,3444,15,Can't Loose Them,Cluster 2
14059.0,267,8,183.6,267,1,1,1,3,1113,6,Promising,Cluster 1
14060.0,5,203,6135.38,373,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14062.0,10,111,10464.85,364,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14064.0,29,82,1188.32,274,3,3,3,3,3333,12,Champions,Cluster 2
14066.0,267,7,152.55,267,1,1,1,3,1113,6,Promising,Cluster 1
14067.0,64,52,374.7,97,2,3,2,1,2321,8,Potential,Cluster 3
14068.0,320,24,265.85,320,1,2,1,3,1213,7,Promising,Cluster 1
14071.0,4,333,1307.41,265,4,4,3,3,4433,14,Can't Loose Them,Cluster 2
14073.0,21,14,139.54,32,3,1,1,1,3111,6,Promising,Cluster 3
14075.0,5,43,942.26,261,4,3,3,3,4333,13,Champions,Cluster 2
14076.0,129,46,122.47,129,2,3,1,2,2312,8,Potential,Cluster 3
14077.0,41,42,499.41999999999996,274,3,2,2,3,3223,10,Loyal,Cluster 3
14078.0,102,65,1049.37,373,2,3,3,4,2334,12,Champions,Cluster 2
14079.0,125,12,375.1,125,2,1,2,2,2122,7,Promising,Cluster 3
14080.0,33,4,45.599999999999994,33,3,1,1,1,3111,6,Promising,Cluster 3
14081.0,267,156,904.67,369,1,4,3,4,1434,12,Champions,Cluster 2
14082.0,365,29,182.25,365,1,2,1,4,1214,8,Potential,Cluster 1
14083.0,4,181,1018.43,372,4,4,3,4,4434,15,Can't Loose Them,Cluster 2
14085.0,2,451,4435.79,369,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14087.0,3,70,181.67,3,4,3,1,1,4311,9,Potential,Cluster 3
14088.0,10,590,50415.49,322,4,4,4,3,4443,15,Can't Loose Them,Cluster 2
14089.0,57,14,161.0,57,2,1,1,1,2111,5,Needs Attention,Cluster 3
14090.0,325,1,76.32000000000001,325,1,1,1,3,1113,6,Promising,Cluster 1
14092.0,8,217,4063.1,373,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14093.0,12,105,442.85,12,4,4,2,1,4421,11,Loyal,Cluster 0
14096.0,4,5128,57120.909999999996,102,4,4,4,1,4441,13,Champions,Cluster 0
14098.0,37,21,147.35,37,3,2,1,1,3211,7,Promising,Cluster 3
14099.0,16,252,3092.9700000000003,355,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14100.0,138,26,194.9,138,2,2,1,2,2212,7,Promising,Cluster 3
14101.0,74,35,5976.79,326,2,2,4,3,2243,11,Loyal,Cluster 2
14102.0,5,84,1314.73,45,4,3,3,1,4331,11,Loyal,Cluster 0
14104.0,155,21,216.20999999999998,166,1,2,1,2,1212,6,Promising,Cluster 1
14105.0,85,76,1260.33,239,2,3,3,2,2332,10,Loyal,Cluster 0
14107.0,52,124,2688.48,364,2,4,4,4,2444,14,Can't Loose Them,Cluster 2
14108.0,31,35,594.16,102,3,2,2,1,3221,8,Potential,Cluster 3
14109.0,23,14,80.2,73,3,1,1,1,3111,6,Promising,Cluster 3
14110.0,4,157,5669.65,267,4,4,4,3,4443,15,Can't Loose Them,Cluster 2
14111.0,14,11,688.6,242,4,1,3,2,4132,10,Loyal,Cluster 3
14112.0,23,173,2774.17,276,3,4,4,3,3443,14,Can't Loose Them,Cluster 2
14113.0,4,40,1377.92,355,4,2,3,4,4234,13,Champions,Cluster 2
14114.0,274,15,386.53,331,1,1,2,3,1123,7,Promising,Cluster 1
14116.0,20,72,1382.74,122,3,3,3,2,3332,11,Loyal,Cluster 0
14117.0,144,3,90.0,144,1,1,1,2,1112,5,Needs Attention,Cluster 1
14119.0,354,1,-19.9,354,1,1,1,4,1114,7,Promising,Cluster 1
14121.0,4,161,2740.3,60,4,4,4,1,4441,13,Champions,Cluster 0
14124.0,84,5,419.58000000000004,84,2,1,2,1,2121,6,Promising,Cluster 3
14125.0,11,167,2740.43,78,4,4,4,1,4441,13,Champions,Cluster 0
14126.0,8,16,643.6300000000001,11,4,1,2,1,4121,8,Potential,Cluster 3
14127.0,123,44,709.71,311,2,3,3,3,2333,11,Loyal,Cluster 2
14128.0,61,46,637.5,256,2,3,2,3,2323,10,Loyal,Cluster 1
14129.0,2,52,1123.8600000000001,261,4,3,3,3,4333,13,Champions,Cluster 2
14130.0,319,67,483.86,319,1,3,2,3,1323,9,Potential,Cluster 1
14132.0,2,201,3580.13,184,4,4,4,2,4442,14,Can't Loose Them,Cluster 0
14133.0,130,30,590.3399999999999,316,2,2,2,3,2223,9,Potential,Cluster 1
14135.0,2,134,4690.31,373,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14138.0,2,47,982.3800000000001,64,4,3,3,1,4331,11,Loyal,Cluster 0
14139.0,46,26,415.82,46,3,2,2,1,3221,8,Potential,Cluster 3
14140.0,4,67,920.05,32,4,3,3,1,4331,11,Loyal,Cluster 0
14141.0,3,46,879.0300000000001,105,4,3,3,1,4331,11,Loyal,Cluster 0
14142.0,373,22,311.81,373,1,2,2,4,1224,9,Potential,Cluster 1
14143.0,134,7,115.8,134,2,1,1,2,2112,6,Promising,Cluster 3
14145.0,47,12,3148.2,217,3,1,4,2,3142,10,Loyal,Cluster 0
14146.0,9,245,2949.57,357,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14147.0,49,6,468.4,286,3,1,2,3,3123,9,Potential,Cluster 3
14148.0,234,3,157.2,234,1,1,1,2,1112,5,Needs Attention,Cluster 1
14149.0,213,40,259.43,221,1,2,1,2,1212,6,Promising,Cluster 1
14150.0,36,26,658.64,360,3,2,3,4,3234,12,Champions,Cluster 2
14152.0,75,50,611.09,234,2,3,2,2,2322,9,Potential,Cluster 0
14154.0,239,52,1345.62,239,1,3,3,2,1332,9,Potential,Cluster 1
14155.0,266,6,118.75,266,1,1,1,3,1113,6,Promising,Cluster 1
14156.0,10,1420,113384.14,372,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14157.0,20,49,400.43,285,3,3,2,3,3323,11,Loyal,Cluster 0
14158.0,40,41,507.66,40,3,2,2,1,3221,8,Potential,Cluster 3
14159.0,20,1212,4678.3,363,3,4,4,4,3444,15,Can't Loose Them,Cluster 2
14161.0,216,108,1110.52,369,1,4,3,4,1434,12,Champions,Cluster 2
14162.0,174,25,289.36,293,1,2,1,3,1213,7,Promising,Cluster 1
14163.0,87,52,2445.91,239,2,3,4,2,2342,11,Loyal,Cluster 0
14164.0,71,29,1631.77,81,2,2,4,1,2241,9,Potential,Cluster 0
14165.0,276,25,122.53999999999999,276,1,2,1,3,1213,7,Promising,Cluster 1
14167.0,39,52,574.84,331,3,3,2,3,3323,11,Loyal,Cluster 0
14171.0,98,58,363.79,98,2,3,2,1,2321,8,Potential,Cluster 3
14173.0,11,29,450.84,219,4,2,2,2,4222,10,Loyal,Cluster 3
14174.0,33,26,134.46,33,3,2,1,1,3211,7,Promising,Cluster 3
14175.0,51,164,3108.06,330,2,4,4,3,2443,13,Champions,Cluster 2
14176.0,297,32,574.0,368,1,2,2,4,1224,9,Potential,Cluster 1
14177.0,85,43,554.46,180,2,3,2,2,2322,9,Potential,Cluster 0
14178.0,9,327,1620.93,182,4,4,4,2,4442,14,Can't Loose Them,Cluster 0
14179.0,41,165,719.78,52,3,4,3,1,3431,11,Loyal,Cluster 0
14180.0,11,248,4640.77,372,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14184.0,67,24,452.89,67,2,2,2,1,2221,7,Promising,Cluster 3
14185.0,331,3,197.65,331,1,1,1,3,1113,6,Promising,Cluster 1
14188.0,9,71,2018.91,310,4,3,4,3,4343,14,Can't Loose Them,Cluster 2
14189.0,2,277,4604.31,369,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14191.0,2,263,4660.01,221,4,4,4,2,4442,14,Can't Loose Them,Cluster 0
14193.0,68,42,853.39,270,2,2,3,3,2233,10,Loyal,Cluster 1
14194.0,5,604,11216.75,308,4,4,4,3,4443,15,Can't Loose Them,Cluster 2
14195.0,202,8,962.7,252,1,1,3,2,1132,7,Promising,Cluster 1
14196.0,107,6,335.52,107,2,1,2,1,2121,6,Promising,Cluster 3
14198.0,4,44,663.5,239,4,3,3,2,4332,12,Champions,Cluster 0
14199.0,218,2,185.39999999999998,218,1,1,1,2,1112,5,Needs Attention,Cluster 1
14201.0,60,39,688.04,359,2,2,3,4,2234,11,Loyal,Cluster 1
14204.0,2,44,161.03,2,4,3,1,1,4311,9,Potential,Cluster 3
14205.0,11,39,218.78,365,4,2,1,4,4214,11,Loyal,Cluster 3
14206.0,239,21,308.26,361,1,2,2,4,1224,9,Potential,Cluster 1
14208.0,95,10,151.74,95,2,1,1,1,2111,5,Needs Attention,Cluster 3
14209.0,11,88,2067.13,332,4,3,4,3,4343,14,Can't Loose Them,Cluster 2
14210.0,91,103,1900.89,372,2,4,4,4,2444,14,Can't Loose Them,Cluster 2
14211.0,53,118,2208.3,295,2,4,4,3,2443,13,Champions,Cluster 2
14212.0,90,9,1070.48,90,2,1,3,1,2131,7,Promising,Cluster 3
14213.0,372,5,-1192.2,372,1,1,1,4,1114,7,Promising,Cluster 1
14214.0,31,70,1000.23,278,3,3,3,3,3333,12,Champions,Cluster 2
14215.0,12,109,1777.92,368,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14216.0,3,59,1839.3,38,4,3,4,1,4341,12,Champions,Cluster 0
14217.0,2,107,1925.3600000000001,366,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14218.0,43,12,169.48000000000002,43,3,1,1,1,3111,6,Promising,Cluster 3
14219.0,4,7,89.94,4,4,1,1,1,4111,7,Promising,Cluster 3
14220.0,247,21,632.4,358,1,2,2,4,1224,9,Potential,Cluster 1
14221.0,42,194,3427.85,339,3,4,4,4,3444,15,Can't Loose Them,Cluster 2
14222.0,177,41,683.17,177,1,2,3,2,1232,8,Potential,Cluster 1
14223.0,92,61,975.23,264,2,3,3,3,2333,11,Loyal,Cluster 2
14224.0,110,118,1050.12,320,2,4,3,3,2433,12,Champions,Cluster 2
14226.0,29,73,2201.64,269,3,3,4,3,3343,13,Champions,Cluster 2
14227.0,26,183,3315.71,285,3,4,4,3,3443,14,Can't Loose Them,Cluster 2
14229.0,52,43,1450.6,334,2,3,3,4,2334,12,Champions,Cluster 2
14231.0,179,54,822.0600000000001,289,1,3,3,3,1333,10,Loyal,Cluster 1
14232.0,32,118,2043.93,265,3,4,4,3,3443,14,Can't Loose Them,Cluster 2
14233.0,44,36,1447.51,318,3,2,3,3,3233,11,Loyal,Cluster 0
14234.0,22,159,775.46,57,3,4,3,1,3431,11,Loyal,Cluster 0
14235.0,10,80,3093.86,260,4,3,4,3,4343,14,Can't Loose Them,Cluster 2
14236.0,81,15,490.86,372,2,1,2,4,2124,9,Potential,Cluster 1
14237.0,373,9,161.0,373,1,1,1,4,1114,7,Promising,Cluster 1
14238.0,326,8,146.85,326,1,1,1,3,1113,6,Promising,Cluster 1
14239.0,43,116,2323.5,316,3,4,4,3,3443,14,Can't Loose Them,Cluster 2
14240.0,30,42,890.34,226,3,2,3,2,3232,10,Loyal,Cluster 0
14241.0,184,10,213.70000000000002,184,1,1,1,2,1112,5,Needs Attention,Cluster 1
14242.0,235,16,280.55,326,1,1,1,3,1113,6,Promising,Cluster 1
14243.0,9,148,2535.88,366,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14245.0,176,112,1677.48,264,1,4,4,3,1443,12,Champions,Cluster 2
14246.0,111,75,1474.06,246,2,3,3,2,2332,10,Loyal,Cluster 0
14247.0,278,20,136.76999999999998,278,1,2,1,3,1213,7,Promising,Cluster 1
14248.0,318,8,302.58,318,1,1,2,3,1123,7,Promising,Cluster 1
14250.0,7,111,1904.05,89,4,4,4,1,4441,13,Champions,Cluster 0
14251.0,2,78,2879.7000000000003,58,4,3,4,1,4341,12,Champions,Cluster 0
14256.0,254,54,935.0600000000001,365,1,3,3,4,1334,11,Loyal,Cluster 1
14257.0,51,107,3087.27,319,2,4,4,3,2443,13,Champions,Cluster 2
14258.0,9,112,12650.08,338,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14259.0,142,5,120.0,142,2,1,1,2,2112,6,Promising,Cluster 3
14261.0,51,52,1163.45,79,2,3,3,1,2331,9,Potential,Cluster 0
14262.0,8,143,2618.23,241,4,4,4,2,4442,14,Can't Loose Them,Cluster 0
14264.0,155,19,319.47,372,1,2,2,4,1224,9,Potential,Cluster 1
14265.0,109,31,530.18,149,2,2,2,2,2222,8,Potential,Cluster 3
14267.0,151,66,1279.09,261,1,3,3,3,1333,10,Loyal,Cluster 1
14270.0,332,29,492.65000000000003,332,1,2,2,3,1223,8,Potential,Cluster 1
14271.0,226,10,112.32,226,1,1,1,2,1112,5,Needs Attention,Cluster 1
14272.0,74,33,437.96,254,2,2,2,3,2223,9,Potential,Cluster 1
14273.0,51,29,559.97,242,2,2,2,2,2222,8,Potential,Cluster 3
14276.0,88,75,1019.39,290,2,3,3,3,2333,11,Loyal,Cluster 2
14277.0,15,228,3957.0,212,4,4,4,2,4442,14,Can't Loose Them,Cluster 0
14280.0,197,8,134.04,197,1,1,1,2,1112,5,Needs Attention,Cluster 1
14282.0,3,156,3729.34,368,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14284.0,31,34,578.45,86,3,2,2,1,3221,8,Potential,Cluster 3
14285.0,21,27,1910.01,177,3,2,4,2,3242,11,Loyal,Cluster 0
14286.0,24,285,4595.81,243,3,4,4,2,3442,13,Champions,Cluster 0
14287.0,8,11,151.23000000000002,199,4,1,1,2,4112,8,Potential,Cluster 3
14288.0,212,17,413.85,213,1,1,2,2,1122,6,Promising,Cluster 1
14289.0,9,47,911.26,290,4,3,3,3,4333,13,Champions,Cluster 2
14290.0,11,103,2307.4500000000003,362,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14291.0,2,238,3873.3,275,4,4,4,3,4443,15,Can't Loose Them,Cluster 2
14292.0,8,108,4819.33,326,4,4,4,3,4443,15,Can't Loose Them,Cluster 2
14293.0,3,61,1046.56,369,4,3,3,4,4334,14,Can't Loose Them,Cluster 2
14295.0,40,7,154.70000000000002,333,3,1,1,4,3114,9,Potential,Cluster 1
14297.0,18,64,1284.06,275,3,3,3,3,3333,12,Champions,Cluster 2
14298.0,3,1640,50862.44,360,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14299.0,8,162,2855.35,366,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14300.0,19,3,43.2,19,3,1,1,1,3111,6,Promising,Cluster 3
14301.0,108,16,632.04,117,2,1,2,2,2122,7,Promising,Cluster 3
14304.0,223,27,197.1,301,1,2,1,3,1213,7,Promising,Cluster 1
14305.0,71,110,1803.76,135,2,4,4,2,2442,12,Champions,Cluster 0
14306.0,51,35,2083.42,86,2,2,4,1,2241,9,Potential,Cluster 0
14307.0,89,180,2995.72,374,2,4,4,4,2444,14,Can't Loose Them,Cluster 2
14309.0,8,123,2319.68,358,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14311.0,225,27,229.71,243,1,2,1,2,1212,6,Promising,Cluster 1
14312.0,47,87,1611.59,337,3,3,3,4,3334,13,Champions,Cluster 2
14314.0,107,8,120.0,107,2,1,1,1,2111,5,Needs Attention,Cluster 3
14315.0,21,104,2456.98,266,3,4,4,3,3443,14,Can't Loose Them,Cluster 2
14317.0,65,24,508.58000000000004,65,2,2,2,1,2221,7,Promising,Cluster 3
14320.0,207,42,343.11,333,1,2,2,4,1224,9,Potential,Cluster 1
14321.0,11,123,1530.75,334,4,4,3,4,4434,15,Can't Loose Them,Cluster 2
14323.0,115,41,574.26,239,2,2,2,2,2222,8,Potential,Cluster 3
14326.0,235,9,166.85,242,1,1,1,2,1112,5,Needs Attention,Cluster 1
14327.0,163,12,311.65,163,1,1,2,2,1122,6,Promising,Cluster 1
14329.0,9,269,4928.74,329,4,4,4,3,4443,15,Can't Loose Them,Cluster 2
14331.0,124,28,462.65999999999997,135,2,2,2,2,2222,8,Potential,Cluster 3
14332.0,23,26,866.31,148,3,2,3,2,3232,10,Loyal,Cluster 0
14333.0,64,19,351.45,68,2,2,2,1,2221,7,Promising,Cluster 3
14334.0,17,163,2539.46,358,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14335.0,16,63,468.26,96,4,3,2,1,4321,10,Loyal,Cluster 0
14336.0,17,90,1614.91,276,4,3,4,3,4343,14,Can't Loose Them,Cluster 2
14338.0,158,34,554.22,196,1,2,2,2,1222,7,Promising,Cluster 1
14339.0,235,18,289.90999999999997,243,1,2,1,2,1212,6,Promising,Cluster 1
14340.0,219,6,134.7,219,1,1,1,2,1112,5,Needs Attention,Cluster 1
14341.0,45,130,2166.38,318,3,4,4,3,3443,14,Can't Loose Them,Cluster 2
14342.0,21,24,607.71,210,3,2,2,2,3222,9,Potential,Cluster 3
14344.0,127,71,889.9300000000001,369,2,3,3,4,2334,12,Champions,Cluster 2
14345.0,39,6,108.97999999999999,39,3,1,1,1,3111,6,Promising,Cluster 3
14346.0,121,60,1021.58,297,2,3,3,3,2333,11,Loyal,Cluster 2
14348.0,260,18,409.57,260,1,2,2,3,1223,8,Potential,Cluster 1
14349.0,10,31,133.5,10,4,2,1,1,4211,8,Potential,Cluster 3
14350.0,271,21,258.7,274,1,2,1,3,1213,7,Promising,Cluster 1
14351.0,165,1,51.0,165,1,1,1,2,1112,5,Needs Attention,Cluster 1
14352.0,157,47,1078.96,273,1,3,3,3,1333,10,Loyal,Cluster 1
14353.0,215,6,90.6,215,1,1,1,2,1112,5,Needs Attention,Cluster 1
14354.0,6,9,163.62,30,4,1,1,1,4111,7,Promising,Cluster 3
14355.0,366,11,174.4,366,1,1,1,4,1114,7,Promising,Cluster 1
14356.0,60,38,666.9399999999999,81,2,2,3,1,2231,8,Potential,Cluster 3
14357.0,43,41,225.77,43,3,2,1,1,3211,7,Promising,Cluster 3
14359.0,19,58,882.58,88,3,3,3,1,3331,10,Loyal,Cluster 0
14360.0,32,118,2128.23,95,3,4,4,1,3441,12,Champions,Cluster 0
14362.0,22,41,161.2,22,3,2,1,1,3211,7,Promising,Cluster 3
14364.0,109,69,3717.35,211,2,3,4,2,2342,11,Loyal,Cluster 0
14367.0,8,533,9167.82,276,4,4,4,3,4443,15,Can't Loose Them,Cluster 2
14368.0,320,8,155.0,320,1,1,1,3,1113,6,Promising,Cluster 1
14371.0,295,4,100.5,295,1,1,1,3,1113,6,Promising,Cluster 1
14373.0,358,4,76.55,358,1,1,1,4,1114,7,Promising,Cluster 1
14375.0,185,75,257.68,185,1,3,1,2,1312,7,Promising,Cluster 1
14377.0,191,11,617.05,262,1,1,2,3,1123,7,Promising,Cluster 1
14379.0,44,46,348.1,295,3,3,2,3,3323,11,Loyal,Cluster 0
14381.0,52,56,202.68,52,2,3,1,1,2311,7,Promising,Cluster 3
14382.0,26,131,626.0699999999999,26,3,4,2,1,3421,10,Loyal,Cluster 0
14383.0,38,59,1247.69,164,3,3,3,2,3332,11,Loyal,Cluster 0
14385.0,9,14,202.11,24,4,1,1,1,4111,7,Promising,Cluster 3
14386.0,297,7,142.4,297,1,1,1,3,1113,6,Promising,Cluster 1
14387.0,33,140,1770.56,109,3,4,4,1,3441,12,Champions,Cluster 0
14388.0,9,191,3172.04,373,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14389.0,9,62,999.72,319,4,3,3,3,4333,13,Champions,Cluster 2
14390.0,10,291,4592.47,373,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14393.0,218,5,67.95,218,1,1,1,2,1112,5,Needs Attention,Cluster 1
14395.0,2,353,3471.91,372,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14396.0,65,73,487.99,371,2,3,2,4,2324,11,Loyal,Cluster 1
14397.0,1,95,2556.68,214,4,3,4,2,4342,13,Champions,Cluster 0
14400.0,141,26,559.7,149,2,2,2,2,2222,8,Potential,Cluster 3
14401.0,4,183,4039.98,360,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14403.0,130,26,1426.31,247,2,2,3,2,2232,9,Potential,Cluster 0
14404.0,34,104,1434.72,369,3,4,3,4,3434,14,Can't Loose Them,Cluster 2
14406.0,119,8,156.75,119,2,1,1,2,2112,6,Promising,Cluster 3
14407.0,107,76,2111.08,277,2,3,4,3,2343,12,Champions,Cluster 2
14408.0,11,107,2606.53,264,4,4,4,3,4443,15,Can't Loose Them,Cluster 2
14409.0,71,55,1908.25,368,2,3,4,4,2344,13,Champions,Cluster 2
14410.0,16,287,576.3,306,4,4,2,3,4423,13,Champions,Cluster 2
14411.0,311,14,1063.0,311,1,1,3,3,1133,8,Potential,Cluster 1
14412.0,35,45,761.3299999999999,73,3,3,3,1,3331,10,Loyal,Cluster 0
14413.0,362,23,122.7,362,1,2,1,4,1214,8,Potential,Cluster 1
14414.0,92,98,1485.1299999999999,359,2,3,3,4,2334,12,Champions,Cluster 2
14415.0,1,612,5811.56,360,4,4,4,4,4444,16,Can't Loose Them,Cluster 2
14416.0,22,14,490.22,42,3,1,2,1,3121,7,Promising,Cluster 3
